Fund,Department,Control Officer,Department ID,Short Title,Link to Website,Department Description,Adopted 2015,Itemized 2015,Adopted 2016,Itemized 2016,Adopted 2017,Itemized 2017,Adopted 2018,Itemized 2018,Adopted 2019,Itemized 2019,Adopted 2020,Itemized 2020,Adopted 2021,Itemized 2021,Adopted 2022,Itemized 2022,Adopted 2023,Itemized 2023,Adopted 2024,Itemized 2024,Adopted 2025,Itemized 2025,Adopted 2026,Itemized 2026,Adopted 2027,Itemized 2027
Health Services,Viral Hepatitis Prevention,DHMH,551,Viral Hepatitis Prevention,,"“Viral Hepatitis Prevention” — a Health Services discretionary initiative administered by DHMH. FY2027 adopted: $2,247,454.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247454,2247454
Higher Education,CUNY Childcare Expansion,CUNY,552,CUNY Childcare Expansion,,"“CUNY Childcare Expansion” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,600000
Higher Education,CUNY Public Service Training Corps,CUNY,553,CUNY Public Service Training Corps,,"“CUNY Public Service Training Corps” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $2,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400000,2400000
Higher Education,CUNY Research Institutes,CUNY,554,CUNY Research Institutes,,"“CUNY Research Institutes” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $5,650,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5650000,0
Higher Education,CUNY School of Labor and Urban Studies (SLU),CUNY,555,CUNY School of Labor and Urban Studies (SLU),,"“CUNY School of Labor and Urban Studies (SLU)” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $1,200,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1200000
Higher Education,CUNY Social Worker Fellows,CUNY,556,CUNY Social Worker Fellows,,"“CUNY Social Worker Fellows” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000
Higher Education,Care Workers for Our Future,CUNY,557,Care Workers for Our Future,,"“Care Workers for Our Future” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,400000
Higher Education,Confronting Religious and Ethnic Discrimination at CUNY,CUNY,558,Confronting Religious and Ethnic Discrimination at CUNY,,"“Confronting Religious and Ethnic Discrimination at CUNY” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000
Higher Education,Creative Arts Team,CUNY,559,Creative Arts Team,,"“Creative Arts Team” — a Higher Education discretionary initiative administered by CUNY. FY2027 adopted: $400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,400000
Higher Education,Peter F. Vallone Academic Scholarship,Multiple agencies,560,Peter F. Vallone Academic Scholarship,,"“Peter F. Vallone Academic Scholarship” — a Higher Education discretionary initiative administered by Multiple agencies. FY2027 adopted: $16,411,869.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16411869,16411869
Higher Education Initiatives,1 HPD Community Housing Preservation Strategies,Unspecified agency,561,1 HPD Community Housing Preservation Strategies,,"“1 HPD Community Housing Preservation Strategies” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $3,651,000.",0,0,0,0,0,0,3651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,"2 HPD, DCA Financial Empowerment for NYC Renters",Unspecified agency,562,"2 HPD, DCA Financial Empowerment for NYC Renters",,"“2 HPD, DCA Financial Empowerment for NYC Renters” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $450,000.",0,0,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,3 HPD Foreclosure Buyback Initiative,Unspecified agency,563,3 HPD Foreclosure Buyback Initiative,,"“3 HPD Foreclosure Buyback Initiative” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,000,000.",0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,4 HPD Housing Information Project (SHIP),Unspecified agency,564,4 HPD Housing Information Project (SHIP),,"“4 HPD Housing Information Project (SHIP)” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $300,000.",0,0,0,0,0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,5 HPD HPD Alternative Enforcement Program (AEP),Unspecified agency,565,5 HPD HPD Alternative Enforcement Program (AEP),,"“5 HPD HPD Alternative Enforcement Program (AEP)” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $750,000.",0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,"6 HPD,HRA Home Loan Program",Unspecified agency,566,"6 HPD,HRA Home Loan Program",,"“6 HPD,HRA Home Loan Program” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,500,000.",0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,7 HPD Mortgage Foreclosure Prevention Program,Unspecified agency,567,7 HPD Mortgage Foreclosure Prevention Program,,"“7 HPD Mortgage Foreclosure Prevention Program” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $1,000,000.",0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,8 HPD Stabilizing NYC,Unspecified agency,568,8 HPD Stabilizing NYC,,"“8 HPD Stabilizing NYC” — a Higher Education Initiatives discretionary initiative administered by Unspecified agency. FY2018 adopted: $2,500,000.",0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,Children and Families in NYC Homeless System,DHS,569,Children and Families in NYC Homeless System,,"“Children and Families in NYC Homeless System” — a Higher Education Initiatives discretionary initiative administered by DHS. FY2022 adopted: $1,350,000.",0,0,0,0,0,0,0,0,0,0,1350000,1350000,1147500,1147500,1350000,0,0,0,0,0,0,0,0,0,0,0
Higher Education Initiatives,Citywide Homeless Prevention Fund,HRA,570,Citywide Homeless Prevention Fund,,"“Citywide Homeless Prevention Fund” — a Higher Education Initiatives discretionary initiative administered by HRA. FY2022 adopted: $820,000.",0,0,0,0,0,0,0,0,0,0,820000,0,697000,697000,820000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,1 HPD Community Housing Preservation Strategies,Unspecified agency,571,1 HPD Community Housing Preservation Strategies,,"“1 HPD Community Housing Preservation Strategies” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $3,651,000.",0,0,0,0,0,0,0,0,0,0,3651000,0,3103350,0,3651000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,2 HPD Community Land Trust,Unspecified agency,572,2 HPD Community Land Trust,,"“2 HPD Community Land Trust” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $1,500,000.",0,0,0,0,0,0,0,0,0,0,750000,0,637500,0,1500000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,"3 HPD, DCA Financial Empowerment for NYC Renters",Unspecified agency,573,"3 HPD, DCA Financial Empowerment for NYC Renters",,"“3 HPD, DCA Financial Empowerment for NYC Renters” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $450,000.",0,0,0,0,0,0,0,0,0,0,450000,0,382500,0,450000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,4 HPD Foreclosure Prevention Programs,Unspecified agency,574,4 HPD Foreclosure Prevention Programs,,"“4 HPD Foreclosure Prevention Programs” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $4,250,000.",0,0,0,0,0,0,0,0,0,0,3250000,0,3250000,0,4250000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,5 HPD Home Loan Program,Unspecified agency,575,5 HPD Home Loan Program,,"“5 HPD Home Loan Program” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,2000000,0,1700000,0,2000000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,6 DSS/HRA Housing Court Answers,Unspecified agency,576,6 DSS/HRA Housing Court Answers,,"“6 DSS/HRA Housing Court Answers” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2021 adopted: $650,000.",0,0,0,0,0,0,0,0,0,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,6 HPD Housing Court Answers,Unspecified agency,577,6 HPD Housing Court Answers,,"“6 HPD Housing Court Answers” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $650,000.",0,0,0,0,0,0,0,0,0,0,650000,0,0,0,650000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,7 HPD Housing Information Project,Unspecified agency,578,7 HPD Housing Information Project,,"“7 HPD Housing Information Project” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,300000,0,200000,0,300000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,8 HPD Lien Sale Outreach and Assistance,Unspecified agency,579,8 HPD Lien Sale Outreach and Assistance,,"“8 HPD Lien Sale Outreach and Assistance” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,8 HPD Stabilizing NYC,Unspecified agency,580,8 HPD Stabilizing NYC,,"“8 HPD Stabilizing NYC” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2021 adopted: $2,550,000.",0,0,0,0,0,0,0,0,0,0,3000000,0,2550000,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,9 HPD Stabilizing NYC,Unspecified agency,581,9 HPD Stabilizing NYC,,"“9 HPD Stabilizing NYC” — a Homeless Services discretionary initiative administered by Unspecified agency. FY2022 adopted: $3,750,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3750000,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,CUNY Citizenship NOW! Program,CUNY,582,CUNY Citizenship NOW! Program,,"“CUNY Citizenship NOW! Program” — a Homeless Services discretionary initiative administered by CUNY. FY2018 adopted: $2,000,000.",0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,Children and Families in NYC Homeless System,DHS,583,Children and Families in NYC Homeless System,,"“Children and Families in NYC Homeless System” — a Homeless Services discretionary initiative administered by DHS. FY2027 adopted: $1,350,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350000,1350000
Homeless Services,Citywide Homeless Prevention Fund,DSS/HRA,584,Citywide Homeless Prevention Fund,,"“Citywide Homeless Prevention Fund” — a Homeless Services discretionary initiative administered by DSS/HRA. FY2027 adopted: $820,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820000,820000
Homeless Services,Immigrant Health Initiative,DOHMH,585,Immigrant Health Initiative,,"“Immigrant Health Initiative” — a Homeless Services discretionary initiative administered by DOHMH. FY2018 adopted: $1,500,000.",0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,Immigrant Opportunities Initiative,HRA,586,Immigrant Opportunities Initiative,,"“Immigrant Opportunities Initiative” — a Homeless Services discretionary initiative administered by HRA. FY2018 adopted: $2,600,000.",0,0,0,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,Immigrant Resource Center,DYCD,587,Immigrant Resource Center,,"“Immigrant Resource Center” — a Homeless Services discretionary initiative administered by DYCD. FY2018 adopted: $500,000.",0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,Key to the City,DYCD,588,Key to the City,,"“Key to the City” — a Homeless Services discretionary initiative administered by DYCD. FY2018 adopted: $700,000.",0,0,0,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,New York Immigrant Family Unity Project,HRA,589,New York Immigrant Family Unity Project,,"“New York Immigrant Family Unity Project” — a Homeless Services discretionary initiative administered by HRA. FY2018 adopted: $10,000,000.",0,0,0,0,0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeless Services,Unaccompanied Minors and Families,HRA,590,Unaccompanied Minors and Families,,"“Unaccompanied Minors and Families” — a Homeless Services discretionary initiative administered by HRA. FY2018 adopted: $2,000,000.",0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,CUNY Citizenship NOW! Program,CUNY,591,CUNY Citizenship NOW! Program,,"“CUNY Citizenship NOW! Program” — a Housing discretionary initiative administered by CUNY. FY2022 adopted: $3,250,000.",0,0,0,0,0,0,0,0,0,0,3250000,0,3250000,3150000,3250000,0,0,0,0,0,0,0,0,0,0,0
Housing,Community Housing Preservation Strategies,HPD,592,Community Housing Preservation Strategies,,"“Community Housing Preservation Strategies” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $3,651,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3651000,3651000
Housing,Community Land Trust,HPD,593,Community Land Trust,,"“Community Land Trust” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $1,500,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,1401750
Housing,"DHMH, H+H Immigrant Health Initiative",Unspecified agency,594,"DHMH, H+H Immigrant Health Initiative",,"“DHMH, H+H Immigrant Health Initiative” — a Housing discretionary initiative administered by Unspecified agency. FY2020 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Financial Empowerment for NYC's Renters,Multiple agencies,595,Financial Empowerment for NYC's Renters,,"“Financial Empowerment for NYC's Renters” — a Housing discretionary initiative administered by Multiple agencies. FY2027 adopted: $450,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,450000
Housing,Home Loan Program,HPD,596,Home Loan Program,,"“Home Loan Program” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $1,800,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,1800000
Housing,Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs),HPD,597,Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs),,"“Homeowner Stabilization Services (Formerly Estate Planning and Resolution Initiative and Foreclosure Prevention Programs)” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $5,150,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5150000,0
Housing,Housing Court Answers,DSS/HRA,598,Housing Court Answers,,"“Housing Court Answers” — a Housing discretionary initiative administered by DSS/HRA. FY2027 adopted: $650,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650000,650000
Housing,Housing Information Project,HPD,599,Housing Information Project,,"“Housing Information Project” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $300,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,300000
Housing,Immigrant Health Initiative,DOHMH,600,Immigrant Health Initiative,,"“Immigrant Health Initiative” — a Housing discretionary initiative administered by DOHMH. FY2022 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,2000000,0,2000000,0,0,0,0,0,0,0,0,0,0,0
Housing,Immigrant Opportunities Initiative,HRA,601,Immigrant Opportunities Initiative,,"“Immigrant Opportunities Initiative” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $2,600,000.",0,0,0,0,0,0,0,0,0,0,2600000,0,2600000,0,2600000,0,0,0,0,0,0,0,0,0,0,0
Housing,Key to the City,DYCD,602,Key to the City,,"“Key to the City” — a Housing discretionary initiative administered by DYCD. FY2022 adopted: $700,000.",0,0,0,0,0,0,0,0,0,0,700000,0,0,0,700000,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Information for Families (LIFT),MOCJ,603,Legal Information for Families (LIFT),,"“Legal Information for Families (LIFT)” — a Housing discretionary initiative administered by MOCJ. FY2018 adopted: $485,000.",0,0,0,0,0,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Services for Low-Income New Yorkers,Multiple agencies,604,Legal Services for Low-Income New Yorkers,,"“Legal Services for Low-Income New Yorkers” — a Housing discretionary initiative administered by Multiple agencies. FY2018 adopted: $5,000,000.",0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Legal Services for the Working Poor,HRA,605,Legal Services for the Working Poor,,"“Legal Services for the Working Poor” — a Housing discretionary initiative administered by HRA. FY2018 adopted: $3,055,000.",0,0,0,0,0,0,3055000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,New York Immigrant Family Unity Project,HRA,606,New York Immigrant Family Unity Project,,"“New York Immigrant Family Unity Project” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $16,600,000.",0,0,0,0,0,0,0,0,0,0,16600000,0,16600000,0,16600000,0,0,0,0,0,0,0,0,0,0,0
Housing,Prisoners' Rights Project,MOCJ,607,Prisoners' Rights Project,,"“Prisoners' Rights Project” — a Housing discretionary initiative administered by MOCJ. FY2018 adopted: $750,000.",0,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing,Stabilizing NYC,HPD,608,Stabilizing NYC,,"“Stabilizing NYC” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $3,700,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700000,3700000
Housing,Tax Lien Sale Outreach and Assistance,HPD,609,Tax Lien Sale Outreach and Assistance,,"“Tax Lien Sale Outreach and Assistance” — a Housing discretionary initiative administered by HPD. FY2027 adopted: $2,000,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2000000
Housing,Unaccompanied Minors and Families,HRA,610,Unaccompanied Minors and Families,,"“Unaccompanied Minors and Families” — a Housing discretionary initiative administered by HRA. FY2022 adopted: $3,981,800.",0,0,0,0,0,0,0,0,0,0,3981800,0,3981800,0,3981800,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Anti-Eviction Legal Services and Single Room Occupancy,HRA,611,Anti-Eviction Legal Services and Single Room Occupancy,,"“Anti-Eviction Legal Services and Single Room Occupancy” — a IMMIGRANT SERVICES discretionary initiative administered by HRA. FY2016 adopted: $5,000,000.",0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Autism Awareness,DOHMH,612,Autism Awareness,,"“Autism Awareness” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $3,315,386.",0,0,0,0,3315386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,CUNY Citizenship NOW! Expansion,CUNY,613,CUNY Citizenship NOW! Expansion,,"“CUNY Citizenship NOW! Expansion” — a IMMIGRANT SERVICES discretionary initiative administered by CUNY. FY2015 adopted: $1,000,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,CUNY Citizenship NOW! Program,Multiple agencies,614,CUNY Citizenship NOW! Program,,"“CUNY Citizenship NOW! Program” — a IMMIGRANT SERVICES discretionary initiative administered by Multiple agencies. FY2026 adopted: $3,350,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3250000,0,3350000,0,3350000,0,3350000,0,0,0
IMMIGRANT SERVICES,Children Under Five,DOHMH,615,Children Under Five,,"“Children Under Five” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $1,002,000.",0,0,0,0,1002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Citywide Civil Legal Services,HRA,616,Citywide Civil Legal Services,,"“Citywide Civil Legal Services” — a IMMIGRANT SERVICES discretionary initiative administered by HRA. FY2016 adopted: $3,750,000.",0,0,3750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Commission on Human Rights,CCHR,617,Commission on Human Rights,,"“Commission on Human Rights” — a IMMIGRANT SERVICES discretionary initiative administered by CCHR. FY2016 adopted: $1,510,000.",0,0,1510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Court-Involved Youth Mental Health Initiative,DOHMH,618,Court-Involved Youth Mental Health Initiative,,"“Court-Involved Youth Mental Health Initiative” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $1,900,000.",0,0,0,0,1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,"DOHMH, H+H Immigrant Health Initiative",Unspecified agency,619,"DOHMH, H+H Immigrant Health Initiative",,"“DOHMH, H+H Immigrant Health Initiative” — a IMMIGRANT SERVICES discretionary initiative administered by Unspecified agency. FY2024 adopted: $2,430,341.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430341,0,0,0,0,0,0,0
IMMIGRANT SERVICES,"Developmental, Psychological and Behavioral Health Services",DOHMH,620,"Developmental, Psychological and Behavioral Health Services",,"“Developmental, Psychological and Behavioral Health Services” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $2,139,390.",0,0,0,0,2139390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Geriatric Mental Health,DOHMH,621,Geriatric Mental Health,,"“Geriatric Mental Health” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $1,827,000.",0,0,0,0,1827000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Immigrant Health Initiative,Multiple agencies,622,Immigrant Health Initiative,,"“Immigrant Health Initiative” — a IMMIGRANT SERVICES discretionary initiative administered by Multiple agencies. FY2026 adopted: $2,430,341.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430341,0,0,0,2430341,0,2430341,0,0,0
IMMIGRANT SERVICES,Immigrant Opportunities Initiative,Multiple agencies,623,Immigrant Opportunities Initiative,,"“Immigrant Opportunities Initiative” — a IMMIGRANT SERVICES discretionary initiative administered by Multiple agencies. FY2026 adopted: $2,600,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,2496000,2600000,2463000,2600000,2430000,2600000,2535000,0,0
IMMIGRANT SERVICES,Immigrant Opportunities Initiative (IOI),HRA,624,Immigrant Opportunities Initiative (IOI),,"“Immigrant Opportunities Initiative (IOI)” — a IMMIGRANT SERVICES discretionary initiative administered by HRA. FY2015 adopted: $1,000,000.",1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Key to the City,DYCD,625,Key to the City,,"“Key to the City” — a IMMIGRANT SERVICES discretionary initiative administered by DYCD. FY2025 adopted: $700,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700000,0,700000,700000,700000,0,0,0,0,0
IMMIGRANT SERVICES,LGBTQ Youth All-Borough Mental Health Initiative,DOHMH,626,LGBTQ Youth All-Borough Mental Health Initiative,,"“LGBTQ Youth All-Borough Mental Health Initiative” — a IMMIGRANT SERVICES discretionary initiative administered by DOHMH. FY2017 adopted: $1,000,000.",0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Legal Information for Families (LIFT),MOCJ,627,Legal Information for Families (LIFT),,"“Legal Information for Families (LIFT)” — a IMMIGRANT SERVICES discretionary initiative administered by MOCJ. FY2016 adopted: $485,000.",0,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Legal Information for Families Today (LIFT),MOCJ,628,Legal Information for Families Today (LIFT),,"“Legal Information for Families Today (LIFT)” — a IMMIGRANT SERVICES discretionary initiative administered by MOCJ. FY2019 adopted: $485,000.",0,0,0,0,0,0,0,0,485000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Legal Services for Low-Income Immigrants,DSS/HRA,629,Legal Services for Low-Income Immigrants,,"“Legal Services for Low-Income Immigrants” — a IMMIGRANT SERVICES discretionary initiative administered by DSS/HRA. FY2025 adopted: $4,400,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4400000,0,0,0,0,0
IMMIGRANT SERVICES,Legal Services for Low-Income Immigrants (Formerly Legal Services for Low-Income Immigrants and Protect NYC),DSS/HRA,630,Legal Services for Low-Income Immigrants (Formerly Legal Services for Low-Income Immigrants and Protect NYC),,"“Legal Services for Low-Income Immigrants (Formerly Legal Services for Low-Income Immigrants and Protect NYC)” — a IMMIGRANT SERVICES discretionary initiative administered by DSS/HRA. FY2026 adopted: $33,255,000.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33255000,0,0,0
IMMIGRANT SERVICES,Legal Services for Low-Income New Yorkers,Multiple agencies,631,Legal Services for Low-Income New Yorkers,,"“Legal Services for Low-Income New Yorkers” — a IMMIGRANT SERVICES discretionary initiative administered by Multiple agencies. FY2019 adopted: $5,300,000.",0,0,0,0,0,0,0,0,5300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Legal Services for the Working Poor,HRA,632,Legal Services for the Working Poor,,"“Legal Services for the Working Poor” — a IMMIGRANT SERVICES discretionary initiative administered by HRA. FY2019 adopted: $3,205,000.",0,0,1725000,0,0,0,0,0,3205000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMIGRANT SERVICES,Low Wage Worker Support,HRA,633,Low Wage Worker Support,,"“Low Wage Worker Support” — a IMMIGRANT SERVICES discretionary initiative administered by HRA. FY2019 adopted: $500,000.",0,0,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
